supplier_id,supplier_name,country,region,risk_score,risk_category
SUP-022981,Rojas Inc,Jamaica,Middle East,88.6,High
SUP-022982,"Cooper, Beard and Smith",Lebanon,Asia,98.4,High
SUP-022983,Ruiz Ltd,Egypt,Middle East,0.1,Low
SUP-022984,Ramos LLC,Montserrat,Middle East,0.0,
SUP-022985,Baker PLC,Svalbard & Jan Mayen Islands,Asia,74.1,High
SUP-022986,Williams PLC,Ghana,Asia,99.8,High
SUP-022987,"Medina, Spencer and Hansen",Antigua and Barbuda,Asia,0.2,Low
SUP-022988,Greene Inc,Grenada,Africa,0.0,
SUP-022989,Powers PLC,Pakistan,Middle East,4.1,Low
SUP-022990,Stevens LLC,Germany,Asia,0.2,Low
SUP-022991,"Stewart, Brady and Castillo",Congo,Asia,0.1,Low
SUP-022992,Dunn Ltd,Spain,Europe,0.2,Low
SUP-022993,"Sanders, Bailey and Rice",Taiwan,Africa,43.6,Medium
SUP-022994,"Lynn, Marshall and Kidd",Guinea,Middle East,40.7,Medium
SUP-022995,Stevenson-Dixon,Venezuela,Americas,1.1,Low
SUP-022996,Rasmussen-Cannon,French Polynesia,Africa,2.3,Low
SUP-022997,Taylor-Munoz,Jersey,Africa,2.1,Low
SUP-022998,"Booker, Austin and Reyes",Madagascar,Europe,99.7,High
SUP-022999,Gonzalez-Powers,Burundi,Middle East,53.2,Medium
SUP-023000,"Sloan, Davis and Powers",Lao People's Democratic Republic,Middle East,0.0,
SUP-023001,Leach Inc,Jersey,Asia,0.0,
SUP-023002,"Sims, Black and Ramsey",Bulgaria,Asia,10.4,Low
SUP-023003,"Sanchez, Arias and Sanchez",Jamaica,Africa,0.0,
SUP-023004,Collins-Parks,Macao,Europe,0.0,
SUP-023005,Christian-Kelly,Hong Kong,Middle East,0.3,Low
SUP-023006,Shelton Ltd,Saint Martin,Europe,0.5,Low
SUP-023007,"Sullivan, Gutierrez and Moore",New Caledonia,Americas,0.1,Low
SUP-023008,Zuniga Inc,Switzerland,Middle East,2.9,Low
SUP-023009,Banks Ltd,Russian Federation,Asia,6.0,Low
SUP-023010,Savage PLC,Bosnia and Herzegovina,Africa,0.0,
SUP-023011,Howard LLC,Angola,Europe,0.1,Low
SUP-023012,"Kelly, Middleton and Gray",Latvia,Asia,0.5,Low
SUP-023013,Perez Group,Kuwait,Africa,7.0,Low
SUP-023014,Thompson-Rhodes,Saint Helena,Asia,0.0,
SUP-023015,"Flynn, Phillips and Avery",Cape Verde,Middle East,0.1,Low
SUP-023016,Hayes-Davis,Puerto Rico,Europe,99.7,High
SUP-023017,Mueller and Sons,Syrian Arab Republic,Americas,8.9,Low
SUP-023018,Herman Group,Kazakhstan,Asia,0.0,
SUP-023019,Abbott-Bennett,South Georgia and the South Sandwich Islands,Europe,0.1,Low
SUP-023020,James-Cruz,Wallis and Futuna,Middle East,0.6,Low
SUP-023021,Campbell-Gomez,Algeria,Asia,43.7,Medium
SUP-023022,Duran-Floyd,Korea,Middle East,2.6,Low
SUP-023023,Cline-Steele,Algeria,Americas,0.2,Low
SUP-023024,Bryant Group,Falkland Islands (Malvinas),Americas,13.8,Low
SUP-023025,Cabrera Ltd,Bermuda,Africa,11.3,Low
SUP-023026,Jordan-Graves,Switzerland,Africa,0.1,Low
SUP-023027,"Cline, Lam and Larson",Armenia,Africa,2.4,Low
SUP-023028,Gibson PLC,Holy See (Vatican City State),Middle East,2.3,Low
SUP-023029,Shah-Sanchez,Venezuela,Africa,0.1,Low
SUP-023030,Hart Group,Niger,Europe,98.1,High
SUP-023031,Malone-Thomas,Malaysia,Middle East,0.0,
SUP-023032,"Acosta, Paul and Davis",Niue,Middle East,1.8,Low
SUP-023033,Brown PLC,Grenada,Africa,3.5,Low
SUP-023034,Williams and Sons,Peru,Africa,21.6,Low
SUP-023035,Lang-Mccall,Fiji,Middle East,0.0,
SUP-023036,Rodgers-Cochran,Panama,Americas,0.0,
SUP-023037,Clayton-Lopez,Zimbabwe,Americas,25.5,Low
SUP-023038,"Jenkins, Harrell and Jenkins",Iran,Africa,2.0,Low
SUP-023039,Mills and Sons,Rwanda,Americas,0.0,
SUP-023040,Bates LLC,Slovenia,Europe,0.0,
SUP-023041,"Cross, Hill and Rodriguez",Egypt,Europe,94.5,High
SUP-023042,"Petersen, Parker and Pennington",Serbia,Europe,0.5,Low
SUP-023043,Green-Robinson,Finland,Middle East,0.0,
SUP-023044,Kim-Webb,Isle of Man,Middle East,4.1,Low
SUP-023045,Brown-Myers,Andorra,Middle East,6.2,Low
SUP-023046,Molina PLC,Namibia,Middle East,2.9,Low
SUP-023047,Simpson-Keller,Montenegro,Middle East,2.4,Low
SUP-023048,Boyd PLC,Greenland,Africa,78.6,High
SUP-023049,"Robertson, Barrera and Green",Montserrat,Americas,2.1,Low
SUP-023050,Carroll-Hodge,Brunei Darussalam,Africa,11.4,Low
SUP-023051,Peters Inc,Uruguay,Americas,99.8,High
SUP-023052,Hopkins and Sons,Central African Republic,Africa,0.5,Low
SUP-023053,"Wright, Ortiz and Clark",Togo,Europe,75.3,High
SUP-023054,"Vega, Gonzalez and Anderson",Israel,Asia,0.3,Low
SUP-023055,Moon and Sons,Solomon Islands,Middle East,0.6,Low
SUP-023056,Walker-Munoz,Luxembourg,Asia,0.2,Low
SUP-023057,"Wood, Rodriguez and Kelly",Liberia,Asia,80.0,High
SUP-023058,Le-Carpenter,Guinea,Europe,0.0,
SUP-023059,Davis-Sullivan,Cape Verde,Asia,0.1,Low
SUP-023060,"Powell, Turner and Mccoy",Western Sahara,Asia,0.0,
SUP-023061,"Smith, Johnson and Ayala",Nepal,Europe,0.0,
SUP-023062,"Jones, Jenkins and Preston",Georgia,Americas,30.7,Low
SUP-023063,"Shepherd, Anderson and Wise",United Arab Emirates,Africa,0.0,
SUP-023064,Nguyen-Pittman,Bhutan,Asia,1.3,Low
SUP-023065,Vasquez Ltd,Samoa,Middle East,0.1,Low
SUP-023066,Parker-Johnson,French Polynesia,Europe,0.0,
SUP-023067,Nelson-Stokes,Saint Helena,Asia,0.5,Low
SUP-023068,Navarro-Walker,Cambodia,Americas,0.0,
SUP-023069,"Roberts, Patel and Patton",United States of America,Americas,18.3,Low
SUP-023070,Greer and Sons,Solomon Islands,Middle East,0.7,Low
SUP-023071,"Jackson, Mann and Hooper",New Zealand,Asia,88.6,High
SUP-023072,Watts Ltd,Saint Martin,Middle East,90.1,High
SUP-023073,Coleman Inc,Saint Kitts and Nevis,Americas,15.7,Low
SUP-023074,Gallagher-Parker,Greece,Americas,2.0,Low
SUP-023075,Barnett-Velez,South Georgia and the South Sandwich Islands,Africa,2.3,Low
SUP-023076,Hill and Sons,Somalia,Americas,28.4,Low
SUP-023077,Mendoza Ltd,New Caledonia,Europe,0.0,
SUP-023078,Duran-Sanchez,Estonia,Africa,0.0,
SUP-023079,Marshall-Nguyen,Greece,Middle East,58.4,Medium
SUP-023080,"Hunter, Mcclure and Jones",Comoros,Americas,16.9,Low
SUP-023081,"Palmer, Newton and Mullen",Central African Republic,Europe,99.0,High
SUP-023082,Estes-Riley,Chile,Africa,1.2,Low
SUP-023083,Barnett Group,Mauritania,Europe,7.6,Low
SUP-023084,Bush-Marshall,Liberia,Africa,0.0,
SUP-023085,Wolfe-Olson,Kyrgyz Republic,Africa,0.1,Low
SUP-023086,Nguyen LLC,Portugal,Africa,0.1,Low
SUP-023087,Berry LLC,Albania,Middle East,0.0,
SUP-023088,Walker-Carter,Vietnam,Africa,0.1,Low
SUP-023089,Hughes Inc,Bulgaria,Africa,0.1,Low
SUP-023090,"Johnson, Lee and Simmons",South Africa,Europe,99.3,High
SUP-023091,"Gallagher, Johnson and Lewis",Kazakhstan,Africa,2.9,Low
SUP-023092,Newman-Lynch,Malawi,Middle East,4.2,Low
SUP-023093,Hayes-Ramirez,Montserrat,Europe,77.5,High
SUP-023094,"Walker, Moore and Brown",India,Africa,0.6,Low
SUP-023095,Elliott-Miller,Malaysia,Europe,1.0,Low
SUP-023096,Parker Inc,Greenland,Middle East,0.7,Low
SUP-023097,Payne-Davis,Bouvet Island (Bouvetoya),Europe,0.8,Low
SUP-023098,"Miller, Perez and Davis",United States Minor Outlying Islands,Middle East,0.3,Low
SUP-023099,Thomas Group,Mongolia,Americas,0.1,Low
SUP-023100,Humphrey-Jones,United States Minor Outlying Islands,Africa,0.1,Low
SUP-023101,Stone-Lucero,Seychelles,Middle East,0.5,Low
SUP-023102,Hill-Henderson,Cote d'Ivoire,Africa,0.0,
SUP-023103,Luna-Franklin,Gibraltar,Middle East,0.0,
SUP-023104,Mckinney-Smith,New Zealand,Asia,75.3,High
SUP-023105,Allison Group,Kazakhstan,Asia,0.1,Low
SUP-023106,Wolf and Sons,New Caledonia,Asia,34.8,Medium
SUP-023107,Jacobs-Mathews,Egypt,Middle East,4.8,Low
SUP-023108,Roberts and Sons,French Guiana,Africa,0.3,Low
SUP-023109,Haynes-Stanton,Brazil,Asia,0.0,
SUP-023110,Smith-Mcmillan,Malaysia,Africa,98.7,High
SUP-023111,Hernandez-Boyer,Faroe Islands,Middle East,98.9,High
SUP-023112,"Jackson, Brown and Arnold",Bolivia,Africa,99.5,High
SUP-023113,Miller-Gregory,North Macedonia,Africa,42.8,Medium
SUP-023114,Smith-Pineda,Dominican Republic,Asia,0.1,Low
SUP-023115,Barnes Ltd,Colombia,Europe,0.0,
SUP-023116,Terry and Sons,Isle of Man,Americas,0.6,Low
SUP-023117,"Oconnor, James and Harrison",China,Middle East,1.4,Low
SUP-023118,"Sanders, Jones and Owen",Martinique,Middle East,99.8,High
SUP-023119,"Lee, Harris and Weiss",Venezuela,Middle East,0.2,Low
SUP-023120,"Kelley, Rosales and Hernandez",Bermuda,Americas,0.1,Low
SUP-023121,Jones-Ferguson,Niger,Europe,0.5,Low
SUP-023122,Diaz-Bell,Georgia,Africa,0.2,Low
SUP-023123,"Young, Harris and Johns",Guam,Middle East,8.8,Low
SUP-023124,Ross-Bowers,Iceland,Africa,6.3,Low
SUP-023125,Davis and Sons,Mali,Asia,0.2,Low
SUP-023126,Smith-Klein,Saint Kitts and Nevis,Asia,2.7,Low
SUP-023127,Gonzalez Ltd,Dominica,Asia,0.6,Low
SUP-023128,"Carrillo, Raymond and Benitez",Reunion,Middle East,88.1,High
SUP-023129,Palmer LLC,Anguilla,Americas,7.0,Low
SUP-023130,"Walters, Garcia and Pope",Cuba,Middle East,0.7,Low
SUP-023131,"Scott, Marsh and Simon",Zambia,Asia,7.7,Low
SUP-023132,Middleton LLC,Nigeria,Asia,17.7,Low
SUP-023133,"Mason, Evans and Copeland",Lesotho,Middle East,0.2,Low
SUP-023134,"Gutierrez, Jones and English",Gabon,Americas,0.0,
SUP-023135,"Hogan, Baker and Ibarra",New Caledonia,Americas,24.7,Low
SUP-023136,Bailey Ltd,Equatorial Guinea,Africa,0.1,Low
SUP-023137,"Cardenas, Hickman and Alvarez",Iran,Europe,99.9,High
SUP-023138,Edwards Inc,Trinidad and Tobago,Asia,10.7,Low
SUP-023139,Gray-Mendoza,Czech Republic,Americas,0.0,
SUP-023140,Osborne-Garcia,Argentina,Asia,0.7,Low
SUP-023141,Horn Inc,French Southern Territories,Europe,5.5,Low
SUP-023142,Ross-Brown,United States of America,Asia,0.1,Low
SUP-023143,Mata and Sons,Niue,Americas,0.1,Low
SUP-023144,"Jones, Jennings and Coleman",Comoros,Africa,0.1,Low
SUP-023145,Williams-Meyer,Sudan,Middle East,0.1,Low
SUP-023146,"Hughes, Preston and Bautista",Peru,Middle East,0.2,Low
SUP-023147,Perry LLC,Namibia,Americas,0.2,Low
SUP-023148,Wright Ltd,Niue,Americas,6.7,Low
SUP-023149,"Joseph, Anderson and Miller",Madagascar,Europe,5.4,Low
SUP-023150,Franklin-Fowler,Somalia,Asia,1.0,Low
SUP-023151,"Rios, Valdez and Webb",Samoa,Europe,5.3,Low
SUP-023152,"Conley, Cortez and King",Portugal,Middle East,1.0,Low
SUP-023153,King-Meyer,Dominican Republic,Asia,0.3,Low
SUP-023154,"Combs, Barnes and Huynh",Falkland Islands (Malvinas),Europe,0.6,Low
SUP-023155,"Roberts, Adkins and Kramer",Cote d'Ivoire,Middle East,0.0,
SUP-023156,Hayes-White,Sierra Leone,Asia,6.3,Low
SUP-023157,Newman and Sons,France,Africa,0.6,Low
SUP-023158,"King, Marshall and Rose",Albania,Africa,1.8,Low
SUP-023159,Morrow Group,Macao,Europe,0.8,Low
SUP-023160,Blake Inc,Estonia,Americas,99.8,High
SUP-023161,"Pham, Washington and Thompson",Ukraine,Asia,45.3,Medium
SUP-023162,Gardner Ltd,Hong Kong,Europe,2.0,Low
SUP-023163,"Bell, Hall and Mason",Antigua and Barbuda,Americas,14.9,Low
SUP-023164,Simmons-Johnson,Germany,Americas,0.3,Low
SUP-023165,Davis-Bridges,Kenya,Asia,0.2,Low
SUP-023166,"Manning, Long and Patrick",North Macedonia,Asia,1.2,Low
SUP-023167,King PLC,Malaysia,Americas,0.1,Low
SUP-023168,Lucas Group,Moldova,Middle East,9.3,Low
SUP-023169,Kelly-Chapman,Kuwait,Europe,0.9,Low
SUP-023170,"Hudson, Murphy and Taylor",Angola,Asia,1.1,Low
SUP-023171,"Lucero, Perkins and Clark",Bulgaria,Americas,0.0,
SUP-023172,Collins-Sims,Venezuela,Middle East,0.5,Low
SUP-023173,Washington Ltd,Netherlands,Africa,0.0,
SUP-023174,Lowe-Elliott,Aruba,Americas,0.3,Low
SUP-023175,Massey-Walls,Tonga,Middle East,11.6,Low
SUP-023176,Miller-Davis,Japan,Africa,0.5,Low
SUP-023177,"Gray, Franklin and Cortez",Kazakhstan,Middle East,89.1,High
SUP-023178,Garcia-Parker,Somalia,Asia,0.1,Low
SUP-023179,Villegas-Woods,Syrian Arab Republic,Americas,0.4,Low
SUP-023180,"Soto, Powell and Cole",Brunei Darussalam,Africa,0.1,Low
SUP-023181,Christensen-Lyons,Bhutan,Middle East,0.8,Low
SUP-023182,Morrison-Miller,Bahrain,Africa,0.3,Low
SUP-023183,Frey Group,El Salvador,Europe,0.1,Low
SUP-023184,"Kim, Joseph and Crawford",Lesotho,Americas,10.0,Low
SUP-023185,Garcia PLC,Egypt,Asia,98.6,High
SUP-023186,Bowers-Mclean,New Zealand,Africa,6.0,Low
SUP-023187,Butler LLC,Jamaica,Middle East,0.4,Low
SUP-023188,Wilson Inc,Romania,Africa,0.7,Low
SUP-023189,Frye-Park,Oman,Middle East,0.0,
SUP-023190,"Hernandez, Cantu and Mccormick",Cocos (Keeling) Islands,Africa,0.9,Low
SUP-023191,Wall Inc,Martinique,Asia,0.0,
SUP-023192,"Gilbert, Smith and Webb",Madagascar,Asia,4.1,Low
SUP-023193,Garza-Atkinson,French Guiana,Americas,0.0,
SUP-023194,Bush PLC,Antarctica (the territory South of 60 deg S),Asia,18.8,Low
SUP-023195,Hines-Thornton,Cocos (Keeling) Islands,Africa,1.3,Low
SUP-023196,Morris LLC,Samoa,Africa,59.7,Medium
SUP-023197,Taylor Ltd,Saint Helena,Asia,100.0,High
SUP-023198,Alvarado LLC,Falkland Islands (Malvinas),Europe,1.0,Low
SUP-023199,Williams PLC,Bermuda,Africa,0.0,
SUP-023200,Riddle Group,Niue,Americas,0.0,
SUP-023201,Thompson-Landry,Romania,Europe,0.1,Low
SUP-023202,Nguyen-Rollins,Burundi,Asia,16.5,Low
SUP-023203,"Cook, Mooney and Rodriguez",Saint Helena,Middle East,0.1,Low
SUP-023204,"Shaw, Beck and Wolfe",Tajikistan,Africa,96.7,High
SUP-023205,Ellis Group,Burundi,Middle East,0.9,Low
SUP-023206,Foster Group,Palestinian Territory,Americas,4.4,Low
SUP-023207,Pham Ltd,Aruba,Europe,99.7,High
SUP-023208,Herrera Ltd,Norway,Middle East,0.1,Low
SUP-023209,Parsons and Sons,Benin,Americas,6.0,Low
SUP-023210,"White, Grant and King",India,Middle East,0.4,Low
SUP-023211,"Young, Fields and Jones",Montenegro,Middle East,0.0,
SUP-023212,"Jones, Carlson and Duncan",Bouvet Island (Bouvetoya),Americas,0.0,
SUP-023213,"Morrison, Webb and Carr",Tuvalu,Africa,83.4,High
SUP-023214,Reese-Cobb,Bouvet Island (Bouvetoya),Middle East,2.9,Low
SUP-023215,Green-Brown,United Arab Emirates,Americas,23.9,Low
SUP-023216,Greene Ltd,Panama,Middle East,1.5,Low
SUP-023217,Shelton-Estes,Mexico,Africa,1.1,Low
SUP-023218,Gutierrez and Sons,Malaysia,Americas,2.7,Low
SUP-023219,"Thornton, Cohen and Kim",Slovenia,Middle East,7.5,Low
SUP-023220,Sullivan Group,Israel,Asia,0.2,Low
SUP-023221,Ellis-Boyd,Lesotho,Africa,0.0,
SUP-023222,"Lopez, Palmer and Estrada",Guam,Middle East,0.0,
SUP-023223,Bright LLC,Japan,Europe,0.0,
SUP-023224,Carlson Group,Armenia,Americas,0.0,
SUP-023225,Wilkerson-Burgess,Mayotte,Middle East,0.0,
SUP-023226,Alvarez PLC,Honduras,Africa,7.9,Low
SUP-023227,"Gallegos, Velez and Richmond",United States of America,Africa,0.4,Low
SUP-023228,Burke Inc,Malta,Europe,0.0,
SUP-023229,"Chambers, Conley and Cain",Christmas Island,Europe,0.4,Low
SUP-023230,"Burke, Lewis and Ortiz",Anguilla,Middle East,0.2,Low
SUP-023231,Gregory PLC,Panama,Asia,99.4,High
SUP-023232,"Rivera, Bryant and Castro",French Southern Territories,Africa,0.2,Low
SUP-023233,"Fry, George and Smith",Japan,Asia,0.3,Low
SUP-023234,Morales-Hill,Niger,Asia,3.9,Low
SUP-023235,Donovan-Cunningham,Guernsey,Middle East,0.1,Low
SUP-023236,Vaughan-Le,Cameroon,Americas,45.9,Medium
SUP-023237,Brown and Sons,Serbia,Americas,99.5,High
SUP-023238,Cherry-Evans,Somalia,Americas,99.5,High
SUP-023239,Smith Ltd,Iraq,Europe,0.0,
SUP-023240,Palmer-Brown,Australia,Africa,30.8,Low
SUP-023241,"Cross, Schmidt and Obrien",United States Virgin Islands,Europe,6.3,Low
SUP-023242,"Mahoney, Weber and English",Mauritania,Africa,11.0,Low
SUP-023243,"Martinez, Sharp and Webb",Namibia,Africa,0.5,Low
SUP-023244,"Harding, Pearson and Valdez",Paraguay,Africa,1.4,Low
SUP-023245,Cole PLC,Myanmar,Middle East,0.0,
SUP-023246,Booker Group,Togo,Americas,0.0,
SUP-023247,Taylor LLC,Cambodia,Europe,14.1,Low
SUP-023248,Taylor-Bradley,Comoros,Europe,0.9,Low
SUP-023249,"Townsend, Murray and David",Korea,Middle East,11.2,Low
SUP-023250,"Terry, Davila and West",Bulgaria,Africa,0.1,Low
SUP-023251,Hicks-Thomas,Bahrain,Americas,7.4,Low
SUP-023252,"Perry, Sanchez and Roman",Cook Islands,Asia,49.3,Medium
SUP-023253,Henry-Foster,Azerbaijan,Asia,26.4,Low
SUP-023254,Tran-Lee,Brazil,Middle East,0.0,
SUP-023255,Turner-Walker,Haiti,Americas,0.0,
SUP-023256,Chase and Sons,Taiwan,Asia,0.1,Low
SUP-023257,Hill Inc,Norfolk Island,Asia,0.1,Low
SUP-023258,Holt-Morgan,Bangladesh,Europe,99.0,High
SUP-023259,Richardson-Jones,Northern Mariana Islands,Americas,1.2,Low
SUP-023260,Mccarty-Mercer,Saint Vincent and the Grenadines,Asia,20.1,Low
SUP-023261,Dennis Inc,Myanmar,Europe,39.9,Medium
SUP-023262,Lopez PLC,Costa Rica,Americas,1.9,Low
SUP-023263,"Mendoza, Shannon and Harvey",Rwanda,Africa,0.2,Low
SUP-023264,Love Inc,Australia,Americas,0.0,
SUP-023265,"Daugherty, Frazier and Olson",Saint Pierre and Miquelon,Middle East,0.0,
SUP-023266,"Allen, Morton and Mendoza",Iraq,Europe,0.8,Low
SUP-023267,"Palmer, Atkins and Kelly",France,Africa,46.6,Medium
SUP-023268,Hernandez-Collins,Guatemala,Europe,82.7,High
SUP-023269,Rowland and Sons,Saint Kitts and Nevis,Europe,1.6,Low
SUP-023270,Hawkins-Bishop,Thailand,Asia,0.5,Low
SUP-023271,Pearson and Sons,Nicaragua,Americas,18.4,Low
SUP-023272,Morales Group,Senegal,Europe,2.6,Low
SUP-023273,Adkins-Jones,Turkmenistan,Europe,9.5,Low
SUP-023274,Valenzuela Ltd,Mozambique,Middle East,24.1,Low
SUP-023275,"Jones, Collins and Morris",India,Middle East,1.4,Low
SUP-023276,Lynch Group,Tajikistan,Middle East,79.8,High
SUP-023277,Moore LLC,Nicaragua,Europe,0.4,Low
SUP-023278,Sawyer LLC,Dominica,Africa,2.0,Low
SUP-023279,"Price, Brady and Smith",United States Virgin Islands,Americas,0.0,
SUP-023280,Scott-Bradford,Namibia,Europe,0.3,Low
SUP-023281,Watts LLC,San Marino,Asia,97.9,High
SUP-023282,"Nelson, Mosley and Dunn",Kenya,Africa,0.0,
SUP-023283,Robinson-Cunningham,Cuba,Africa,0.0,
SUP-023284,Fuller-Paul,French Polynesia,Americas,8.8,Low
SUP-023285,"Ferguson, Smith and Frye",Saudi Arabia,Africa,1.5,Low
SUP-023286,Robertson-Mccoy,Mali,Americas,4.4,Low
SUP-023287,"Faulkner, Blair and Galvan",Djibouti,Africa,79.5,High
SUP-023288,Reed Ltd,Lao People's Democratic Republic,Americas,1.8,Low
SUP-023289,Rocha Group,Bahamas,Middle East,2.6,Low
SUP-023290,Figueroa-Brown,Turkey,Middle East,0.0,
SUP-023291,Richardson-Morales,Ecuador,Africa,11.3,Low
SUP-023292,Gonzalez-Valdez,Bolivia,Africa,0.0,
SUP-023293,"Perry, Long and Black",Iceland,Americas,0.1,Low
SUP-023294,Martin-Nichols,Bouvet Island (Bouvetoya),Americas,89.4,High
SUP-023295,Douglas-Miller,Cook Islands,Europe,0.0,
SUP-023296,Jones-Carpenter,Croatia,Middle East,0.0,
SUP-023297,Grimes PLC,Saint Martin,Europe,9.8,Low
SUP-023298,Vasquez-Dunn,Liberia,Europe,8.7,Low
SUP-023299,Lyons-Gregory,Aruba,Asia,0.3,Low
SUP-023300,Yang Ltd,American Samoa,Americas,0.0,
SUP-023301,Davis Ltd,Vietnam,Asia,1.0,Low
SUP-023302,Ortiz-Gomez,Estonia,Asia,0.2,Low
SUP-023303,Wilcox-Ellis,Kazakhstan,Europe,59.0,Medium
SUP-023304,Munoz-Gonzalez,Congo,Asia,5.3,Low
SUP-023305,"Castillo, Nolan and Nichols",Poland,Americas,51.9,Medium
SUP-023306,Howell Ltd,Belgium,Europe,0.4,Low
SUP-023307,Vega-Barrera,Benin,Americas,0.8,Low
SUP-023308,Chen-Jones,Svalbard & Jan Mayen Islands,Africa,18.5,Low
SUP-023309,Spears and Sons,Canada,Asia,0.1,Low
SUP-023310,Schmitt PLC,Nauru,Europe,0.2,Low
SUP-023311,"Reilly, Jackson and Waller",Honduras,Middle East,0.1,Low
SUP-023312,Johnson Inc,Saint Vincent and the Grenadines,Americas,99.2,High
SUP-023313,"Taylor, Watkins and Elliott",Congo,Asia,0.0,
SUP-023314,Harrison and Sons,Sierra Leone,Americas,1.1,Low
SUP-023315,Brown-Nixon,Serbia,Americas,94.6,High
SUP-023316,Roberts-Wells,North Macedonia,Africa,0.2,Low
SUP-023317,Lee-Fox,Korea,Americas,57.8,Medium
SUP-023318,Cole-Robinson,Argentina,Africa,0.0,
SUP-023319,Martinez Ltd,Western Sahara,Africa,0.1,Low
SUP-023320,"Gibson, Hall and Carlson",Belize,Africa,99.4,High
SUP-023321,White-Gregory,Serbia,Asia,1.0,Low
SUP-023322,Parks and Sons,Holy See (Vatican City State),Americas,0.7,Low
SUP-023323,Shaw Group,San Marino,Americas,0.0,
SUP-023324,Pearson-Aguirre,Guinea-Bissau,Africa,0.0,
SUP-023325,"Jackson, Jones and Glass",Azerbaijan,Americas,35.4,Medium
SUP-023326,Lucero Group,Somalia,Americas,0.7,Low
SUP-023327,Jenkins and Sons,Turkmenistan,Africa,14.9,Low
SUP-023328,"Hahn, Williams and Powell",United States of America,Middle East,0.1,Low
SUP-023329,Kim and Sons,Egypt,Middle East,11.0,Low
SUP-023330,"Burke, Porter and Silva",Libyan Arab Jamahiriya,Africa,2.3,Low
SUP-023331,Graham Inc,Fiji,Asia,10.6,Low
SUP-023332,Murray-Hall,Jordan,Americas,9.1,Low
SUP-023333,"Brooks, Christian and West",Holy See (Vatican City State),Americas,0.2,Low
SUP-023334,"Hebert, Smith and Kemp",Austria,Middle East,0.0,
SUP-023335,"Marquez, Underwood and Hampton",Isle of Man,Africa,1.8,Low
SUP-023336,Edwards-Randolph,Vanuatu,Asia,9.2,Low
SUP-023337,Terrell LLC,Korea,Africa,97.3,High
SUP-023338,Houston-Taylor,Serbia,Middle East,0.0,
SUP-023339,Johnston LLC,Bhutan,Middle East,0.2,Low
SUP-023340,Pham-Ferguson,Germany,Americas,0.1,Low
SUP-023341,"Williams, Gomez and Ponce",Colombia,Europe,0.0,
SUP-023342,"Watkins, Estrada and Lee",Uzbekistan,Asia,1.9,Low
SUP-023343,"Johnson, Green and Black",Malaysia,Asia,0.3,Low
SUP-023344,"Evans, Steele and Hunter",Congo,Europe,0.2,Low
SUP-023345,"Sparks, Blankenship and Mendoza",Kyrgyz Republic,Middle East,19.6,Low
SUP-023346,Burns Group,Armenia,Africa,0.6,Low
SUP-023347,Salazar-Richards,Iceland,Asia,0.0,
SUP-023348,"Freeman, Baldwin and Smith",Canada,Europe,0.0,
SUP-023349,Rowe Inc,Slovenia,Americas,0.1,Low
SUP-023350,"Foster, Adams and Kim",Togo,Americas,13.0,Low
SUP-023351,Mueller-Watson,Syrian Arab Republic,Middle East,1.2,Low
SUP-023352,"Randolph, Smith and Johnson",Honduras,Asia,0.1,Low
SUP-023353,Parker Ltd,Martinique,Africa,1.6,Low
SUP-023354,Singh-Warren,Hong Kong,Asia,0.1,Low
SUP-023355,Hawkins Inc,French Guiana,Americas,0.1,Low
SUP-023356,"Guerra, Wilson and Galvan",Pitcairn Islands,Asia,0.8,Low
SUP-023357,Glenn-Martinez,France,Americas,71.7,High
SUP-023358,"Jones, Turner and Davis",United States Virgin Islands,Europe,0.1,Low
SUP-023359,"Mueller, Buchanan and Hernandez",Colombia,Europe,10.8,Low
SUP-023360,Montgomery-Rivas,Liberia,Americas,0.1,Low
SUP-023361,"Escobar, Nichols and Weiss",Syrian Arab Republic,Africa,0.4,Low
SUP-023362,Anderson LLC,Montserrat,Africa,0.1,Low
SUP-023363,Archer Inc,Equatorial Guinea,Asia,3.4,Low
SUP-023364,"Burton, Rojas and Rivera",Chile,Americas,0.3,Low
SUP-023365,Delgado Group,Pitcairn Islands,Middle East,0.1,Low
SUP-023366,"Arellano, Cook and Wilson",Mayotte,Africa,4.8,Low
SUP-023367,Stewart-Taylor,Panama,Africa,0.8,Low
SUP-023368,Cooke-Smith,Azerbaijan,Europe,19.0,Low
SUP-023369,Snyder-Cole,Suriname,Africa,1.3,Low
SUP-023370,Jones and Sons,Cocos (Keeling) Islands,Africa,9.1,Low
SUP-023371,"Kelley, Rodriguez and Smith",Grenada,Africa,0.1,Low
SUP-023372,"Jones, Johns and Smith",Belize,Americas,12.4,Low
SUP-023373,Adkins Ltd,Gibraltar,Americas,8.9,Low
SUP-023374,"Morris, Smith and Johnson",Nauru,Europe,0.1,Low
SUP-023375,Galloway-Santos,French Southern Territories,Asia,10.4,Low
SUP-023376,"Shepherd, Nelson and Hernandez",Liechtenstein,Africa,99.9,High
SUP-023377,Park PLC,Paraguay,Asia,5.8,Low
SUP-023378,"Turner, Fox and Hall",Tajikistan,Americas,0.9,Low
SUP-023379,Mendoza LLC,United Kingdom,Africa,15.2,Low
SUP-023380,"Hill, Meyer and Conner",Norfolk Island,Asia,13.4,Low
SUP-023381,Abbott-Francis,Estonia,Asia,13.5,Low
